"","UMAP1","UMAP2","gene","module","color","hub","kME"
"CIR1",0.655535410945016,-2.76688838090376,"CIR1","Module11","#92c051","other",0.238473066835406
"COX17",4.14273042589863,4.53090298090502,"COX17","Module2","#fe9b00","other",0.347078551557005
"USP8",-0.286040309961242,-2.97845923985914,"USP8","Module11","#92c051","other",0.187695331858208
"HNRNPD",-11.8173220643357,-2.43254482831434,"HNRNPD","Module3","#d8443c","other",0.188806096403549
"GABARAPL1",1.42317159086903,-7.50575816716627,"GABARAPL1","Module8","#633372","other",0.190659298555942
"FAM60A",5.59893197924336,5.89712011728808,"FAM60A","Module4","#9b3441","other",0.0465246143574755
"ZCRB1",-1.56785242646496,-2.72338616933302,"ZCRB1","Module1","#f4c40f","other",0.42820271177628
"NDUFA9",-0.595428574974937,2.04887735758349,"NDUFA9","Module7","#9f5691","other",0.410848085003402
"SCAF11",-0.771433640416068,-3.72427666272596,"SCAF11","Module11","#92c051","other",0.580822061118506
"RPL14P1",-12.1473029145555,-1.03020070578531,"RPL14P1","Module3","#d8443c","other",0.540629327401233
"TDG",1.33844752222736,-6.48270118321851,"TDG","Module8","#633372","other",0.126738488993244
"NUP58",1.47472293287953,-7.71271979894117,"NUP58","Module8","#633372","other",0.176172167517148
"TMBIM6",0.497081648413735,-6.46471965398267,"TMBIM6","Module8","#633372","other",0.123984309850017
"HNRNPA1L2",0.623956512515145,4.82102072153612,"HNRNPA1L2","Module10","#2b9b81","other",0.0359777749920503
"ESD",0.0829225292845545,-1.27154353346304,"ESD","Module1","#f4c40f","other",0.602332862505403
"SBNO1",-0.532834280426902,-3.03882849301771,"SBNO1","Module11","#92c051","other",0.366796518276978
"TMX1",4.23519153506001,0.842546938996756,"TMX1","Module2","#fe9b00","other",0.23091648970634
"SERF2",3.99186773211201,4.85097658548876,"SERF2","Module2","#fe9b00","other",0.681000259997676
"LYSMD2",5.20904083162983,-4.88468182172254,"LYSMD2","Module5","#de597c","other",0.283272880115554
"GTF2A2",4.57982606798847,-0.221590996641672,"GTF2A2","Module2","#fe9b00","other",0.327025976897177
"SRP14",4.36086149126728,2.51569497499987,"SRP14","Module2","#fe9b00","other",0.752224390542601
"COMMD4",-0.55285440772335,1.14718329821154,"COMMD4","Module7","#9f5691","other",0.322663016676293
"PSTPIP1",-0.764828790123862,1.56323230181261,"PSTPIP1","Module7","#9f5691","other",0.46919086806318
"SEC11A",3.87278075129231,-1.6677713402696,"SEC11A","Module2","#fe9b00","other",0.401512482632097
"UQCRC2",-0.68795691817562,-3.02438533391432,"UQCRC2","Module11","#92c051","other",0.222049682012352
"MAP1LC3B",4.9296724310561,-3.34287631596998,"MAP1LC3B","Module5","#de597c","other",0.496310070995975
"RPS2",0.0390452703877268,-7.06006229009107,"RPS2","Module8","#633372","other",0.162047136666693
"NDUFB10",3.33646745592793,1.73714792643114,"NDUFB10","Module2","#fe9b00","other",0.417411719364352
"TCF25",3.74166054636677,-2.52323615636305,"TCF25","Module2","#fe9b00","other",0.310660343040856
"NCOR1",0.00719305485923864,-3.08453071202711,"NCOR1","Module11","#92c051","hub",0.776783031254544
"SKAP1",-1.44260268300335,3.01733457956835,"SKAP1","Module7","#9f5691","other",0.707117340236798
"GALNT1",-11.8784335145311,-1.01957447167114,"GALNT1","Module3","#d8443c","other",0.0678655164696368
"TMC6",-1.34766273587505,-0.515223414558923,"TMC6","Module7","#9f5691","other",0.496372723451699
"ANAPC11",3.12615628153523,2.1500483742766,"ANAPC11","Module9","#1f6e9c","other",0.499474611689495
"NARF",4.60378475100239,-1.89289802398161,"NARF","Module2","#fe9b00","other",0.225283685076654
"PMAIP1",3.12347001940449,1.69797217760607,"PMAIP1","Module2","#fe9b00","other",0.107149657007277
"MIEN1",1.7152176609679,2.85729014788195,"MIEN1","Module9","#1f6e9c","other",0.426168540060473
"IFITM3",0.567717682425576,4.98788797770067,"IFITM3","Module10","#2b9b81","other",0.327896952175185
"SOD1",5.50608606249531,-3.42196190442518,"SOD1","Module5","#de597c","hub",0.77081592302823
"AKT1",-11.8496392258958,-3.85636794652418,"AKT1","Module6","#e87b89","other",0.205601395001749
"EMP3",1.90754909426411,3.40305721674486,"EMP3","Module2","#fe9b00","other",0.491742737499975
"PSMB6",4.85161943346699,0.598952769380057,"PSMB6","Module2","#fe9b00","other",0.561703845933885
"RPS11",-11.8890727052049,-2.39390814389662,"RPS11","Module3","#d8443c","other",0.32680429796841
"NOSIP",5.28499765307148,-0.706826598305261,"NOSIP","Module2","#fe9b00","other",0.344384233969698
"EFHD2",-11.8769381532029,-2.36795151318983,"EFHD2","Module3","#d8443c","other",0.0740274020109938
"SH3BGRL3",-1.3136638888673,5.0183721772246,"SH3BGRL3","Module10","#2b9b81","other",0.334529304775351
"RPL11",5.2521764746352,7.75020658884569,"RPL11","Module4","#9b3441","other",0.758664831533935
"KIAA0319L",1.44374258429249,-6.55749309148267,"KIAA0319L","Module8","#633372","other",0.0706713969514038
"SYTL1",-1.33041613190929,0.201938509088004,"SYTL1","Module7","#9f5691","other",0.400929801052703
"RPS8",5.58058471590717,8.18251764689013,"RPS8","Module4","#9b3441","other",0.669839760297598
"MTF2",-0.355182115133208,-2.89365255917982,"MTF2","Module11","#92c051","other",0.236636632628914
"PSMA5",4.19784707934101,-1.46098390306906,"PSMA5","Module2","#fe9b00","other",0.475626113817299
"MPC2",1.33938951403339,0.708314060311759,"MPC2","Module7","#9f5691","other",0.416753996184844
"XCL2",-1.27184932320873,1.60015642557665,"XCL2","Module10","#2b9b81","other",0.0889614172519376
"MGST3",1.41364235789021,0.978790759187186,"MGST3","Module7","#9f5691","other",0.267923140126932
"UFC1",4.28936262041767,0.272649168115103,"UFC1","Module2","#fe9b00","other",0.397905851816723
"PFDN2",4.35330457598408,2.06115376864001,"PFDN2","Module2","#fe9b00","other",0.345429229151819
"HDGF",-12.005033780034,-2.72951352681593,"HDGF","Module3","#d8443c","other",0.0769733927580763
"SF3B4",5.43852872759541,-4.74862229909376,"SF3B4","Module5","#de597c","other",0.366707723737868
"S100A8",-1.21672504037182,-2.38082027520612,"S100A8","Module1","#f4c40f","other",0.346260183566037
"ILF2",4.71780080706318,-2.96994149770216,"ILF2","Module5","#de597c","other",0.323870703846502
"SNAP47",0.649254750315743,-1.20322115804628,"SNAP47","Module1","#f4c40f","other",0.205662044499201
"SRP9",4.23105068117817,1.27847349558398,"SRP9","Module2","#fe9b00","other",0.469781954827056
"CNIH4",5.06216401964863,-0.582748443741357,"CNIH4","Module2","#fe9b00","other",0.176188882870535
"GUK1",4.73727960497578,1.62416565332934,"GUK1","Module2","#fe9b00","other",0.590301626782652
"PYCR2",-1.24805312245647,0.0370199671797395,"PYCR2","Module7","#9f5691","other",0.191182063540977
"PTPN7",-1.04388331263821,-1.96249842729048,"PTPN7","Module1","#f4c40f","other",0.262682140980616
"PDIA6",3.80692620188435,-2.48810339059309,"PDIA6","Module2","#fe9b00","other",0.386045495384544
"RHOB",-1.46993451207439,4.37803089533373,"RHOB","Module10","#2b9b81","other",0.206801344088062
"HNRNPLL",5.21889371782978,-4.90056884374098,"HNRNPLL","Module5","#de597c","other",0.333640078697985
"EML4",3.49654025942524,-6.2589863547273,"EML4","Module5","#de597c","other",0.445435601865529
"CALM2",4.41754312426289,-0.331087709326303,"CALM2","Module2","#fe9b00","other",0.603374411943614
"RPS27A",5.52716655642231,8.12532389078661,"RPS27A","Module4","#9b3441","other",0.764293432337715
"SNRPG",6.74138851076801,-1.55072283830122,"SNRPG","Module2","#fe9b00","other",0.74002572525403
"UBXN4",1.56898624808033,-0.576373071331537,"UBXN4","Module1","#f4c40f","other",0.480448534444186
"HSPD1",5.25474996477802,-4.25528109158949,"HSPD1","Module5","#de597c","hub",0.843963247235602
"NBEAL1",3.76039833933552,-6.38092219914869,"NBEAL1","Module8","#633372","other",0.519197452249651
"CSRNP1",-1.06967460006039,0.399294137101615,"CSRNP1","Module10","#2b9b81","other",0.0763744793221991
"GOLGA4",-1.5667967089967,-3.14883554067091,"GOLGA4","Module11","#92c051","other",0.389293138481701
"RPL32",5.23372859865864,7.77993643198534,"RPL32","Module4","#9b3441","other",0.831206356698238
"TMF1",0.489780615870553,-2.88377463902906,"TMF1","Module11","#92c051","other",0.417160299277975
"NFKBIZ",-0.937445569928092,2.76753318224474,"NFKBIZ","Module10","#2b9b81","other",0.199180785716495
"PYURF",0.695442210738259,-6.36147153462843,"PYURF","Module8","#633372","other",0.206269824305895
"CISD2",5.63191528231342,-3.43738043393568,"CISD2","Module5","#de597c","other",0.234594514042783
"RPS3A",5.42894191652973,7.11996710215136,"RPS3A","Module4","#9b3441","other",0.847074151157491
"NDUFS6",3.76122708231648,1.10610186968371,"NDUFS6","Module2","#fe9b00","other",0.395316842227717
"RPL37",6.05190534502705,7.36371099863573,"RPL37","Module4","#9b3441","other",0.568183232051112
"GZMA",-1.31166915982525,3.23745930109545,"GZMA","Module10","#2b9b81","other",0.254233615755801
"PIK3R1",1.31009347349842,-6.72677314366773,"PIK3R1","Module8","#633372","other",0.122490681824641
"IQGAP2",-0.925676275189322,-3.96978437985853,"IQGAP2","Module11","#92c051","other",0.378542755329536
"BTF3",4.96609086901386,4.04213917170092,"BTF3","Module2","#fe9b00","hub",0.789169796317065
"DDX46",-0.25066885739128,-2.85476720418409,"DDX46","Module11","#92c051","other",0.415698841911918
"TNIP1",2.8307840338393,-6.57059228505567,"TNIP1","Module8","#633372","other",0.101105187218858
"G3BP1",5.18379135042866,-5.00998199071363,"G3BP1","Module5","#de597c","other",0.384096632090253
"HIGD2A",2.62518806368549,2.41998660479113,"HIGD2A","Module9","#1f6e9c","hub",0.668506232134603
"PPP1R18",-1.31911974042217,0.243019579987967,"PPP1R18","Module7","#9f5691","other",0.706318766673847
"PHIP",-1.14923219769756,-3.57851064290479,"PHIP","Module11","#92c051","other",0.250988690266774
"SCML4",-1.20306806653301,0.951920270066702,"SCML4","Module7","#9f5691","other",0.419522393864885
"ARHGAP18",-1.4001296052293,-1.09220051105694,"ARHGAP18","Module7","#9f5691","other",0.416049457929216
"ABRACL",2.30435700327595,2.22932398233935,"ABRACL","Module9","#1f6e9c","hub",0.754051604301998
"DYNLT1",0.909525107447701,0.298981188874686,"DYNLT1","Module7","#9f5691","other",0.400378673293431
"AC004453.8",-11.6439431199388,-3.04602611150221,"AC004453.8","Module3","#d8443c","other",0.731978447618316
"CCT6A",4.47130603701313,-5.56507575597242,"CCT6A","Module5","#de597c","other",0.435967991466924
"LUC7L2",6.01628179461201,7.00316727076098,"LUC7L2","Module4","#9b3441","other",0.202671857607368
"MSN",-11.9175503739671,-4.76448619451002,"MSN","Module6","#e87b89","hub",0.690842200344131
"NDUFB11",4.8662540426894,1.77547752771899,"NDUFB11","Module2","#fe9b00","other",0.576675255922998
"EBP",0.467932175700265,-1.28553199853376,"EBP","Module1","#f4c40f","other",0.26715404616887
"IL2RG",5.66081685930927,-0.887137309569871,"IL2RG","Module2","#fe9b00","other",0.515907600526492
"RPL10",5.28100652605732,7.64441072855517,"RPL10","Module4","#9b3441","hub",0.943743230433731
"DOK2",1.30071468264301,0.962147711854422,"DOK2","Module7","#9f5691","other",0.526000240701287
"PLPP5",1.44885296732624,-7.68028056706861,"PLPP5","Module8","#633372","other",0.112105486865321
"TERF1",0.428615223471719,-2.92828571881727,"TERF1","Module11","#92c051","other",0.260741741028314
"MTDH",-0.00348908096115015,-3.06964385594801,"MTDH","Module11","#92c051","other",0.482297852519608
"POLR2K",4.11032218844135,0.0395138255171419,"POLR2K","Module2","#fe9b00","other",0.314124397948732
"EIF3H",-1.55143766492168,-2.88116610135511,"EIF3H","Module1","#f4c40f","other",0.548225145305655
"NDUFB9",2.61802930742939,1.62029182825609,"NDUFB9","Module9","#1f6e9c","other",0.455174782189989
"NAPRT",5.34102268130024,5.95080959711596,"NAPRT","Module4","#9b3441","other",0.128851536701105
"CBWD5",1.16709763914784,3.96350395594164,"CBWD5","Module10","#2b9b81","other",0.0821731257229114
"STOM",-1.36139814942638,-0.568988711494958,"STOM","Module7","#9f5691","other",0.420611890926995
"SURF4",1.41032416731556,-6.69746482457594,"SURF4","Module8","#633372","other",0.136286042986473
"SURF1",-0.140788071002168,0.611361383538687,"SURF1","Module7","#9f5691","other",0.206574700253024
"SURF2",6.05177278429707,-2.46112835492567,"SURF2","Module2","#fe9b00","other",0.229387214873169
"RPL7A",5.19613237292011,7.6815687409453,"RPL7A","Module4","#9b3441","other",0.760794268810079
"NTMT1",5.45971174151142,-0.632742972034967,"NTMT1","Module2","#fe9b00","other",0.162812276126007
"COMMD3",-0.88008509963314,-1.76260340299085,"COMMD3","Module1","#f4c40f","other",0.417665693996183
"GSTO1",1.10504443556507,-0.798429832715547,"GSTO1","Module2","#fe9b00","other",0.191987548200189
"RGS10",1.23943836600025,0.631895898919547,"RGS10","Module7","#9f5691","other",0.617459471573296
"EIF3M",0.5807755103751,-2.8129745730348,"EIF3M","Module11","#92c051","other",0.366613637204582
"RPS3",5.2908899298354,7.84847891245409,"RPS3","Module4","#9b3441","other",0.826222662616352
"B3GAT3",1.73694701105793,2.76737630281969,"B3GAT3","Module9","#1f6e9c","other",0.205966122436327
"NUDT22",1.65890462309559,2.44535338793322,"NUDT22","Module9","#1f6e9c","other",0.224486324669714
"FAU",5.32441348940571,7.68502485666796,"FAU","Module4","#9b3441","other",0.717569908972148
"PPP4C",4.83891172320088,1.45476925287768,"PPP4C","Module2","#fe9b00","other",0.534384172058556
"ALDOA",4.63658113390644,3.07874071512743,"ALDOA","Module2","#fe9b00","hub",0.779948877854884
"CWC15",1.60725064188679,-2.11135554398969,"CWC15","Module2","#fe9b00","other",0.141005974474981
"SAP18",4.32283229738911,1.20773947153612,"SAP18","Module2","#fe9b00","other",0.542915072923838
"PDCD4",0.999039124552804,-6.75189006413892,"PDCD4","Module8","#633372","other",0.197143508464193
"PIP4K2A",-11.8344233521775,-2.56693089093641,"PIP4K2A","Module3","#d8443c","other",0.417324474437455
"FOXO1",-11.9918444642381,-3.48059618558363,"FOXO1","Module3","#d8443c","other",0.0307941066004701
"RILPL2",4.090810965602,-1.18739615466074,"RILPL2","Module2","#fe9b00","other",0.18740008192362
"UBC",0.702811669413644,4.62451755915209,"UBC","Module10","#2b9b81","other",0.172071513199117
"EIF4E",4.50722093493183,3.89345753107592,"EIF4E","Module2","#fe9b00","other",0.307603066998767
"FAM177A1",3.80261464029987,-6.38285434331373,"FAM177A1","Module5","#de597c","other",0.557979087830114
"CDC123",3.62703747660359,-1.74004381980375,"CDC123","Module2","#fe9b00","other",0.238749924333916
"THYN1",4.94777746111591,-1.0370207511969,"THYN1","Module2","#fe9b00","other",0.233327028887298
"PDE3B",4.72788543612202,-5.33682715978101,"PDE3B","Module5","#de597c","other",0.504220239949037
"TGOLN2",-12.0882151612596,-3.04038488950208,"TGOLN2","Module3","#d8443c","other",0.0999654203400704
"CAMK4",5.30625457674702,-4.50104701604322,"CAMK4","Module5","#de597c","other",0.430147333628492
"PELO",0.567216764990884,4.6675044289641,"PELO","Module10","#2b9b81","other",0.0680794286216955
"SAR1B",4.47721738726338,-5.56714618291334,"SAR1B","Module5","#de597c","other",0.273859274401256
"SRP19",-1.34328167527477,2.95742523584887,"SRP19","Module7","#9f5691","other",0.310956810939692
"CARHSP1",3.45312733561237,-1.40312925066427,"CARHSP1","Module2","#fe9b00","other",0.24125391911179
"NR4A2",-0.800036419327659,2.26320135508105,"NR4A2","Module7","#9f5691","other",0.363828308781523
"FAM49B",1.01686758906086,1.18270552073046,"FAM49B","Module7","#9f5691","other",0.564368831552635
"NMRAL1",-0.664199818070334,2.19670879755541,"NMRAL1","Module7","#9f5691","other",0.327109059178793
"CMTM7",3.65752334505756,-6.50491178121046,"CMTM7","Module5","#de597c","other",0.431397889343607
"CD8A",0.976819109026986,-6.73932731236891,"CD8A","Module8","#633372","other",0.0217139450613466
"CMIP",0.087371524278718,-6.71704280461744,"CMIP","Module8","#633372","other",0.0482831313001636
"GBP5",-12.2712481507615,1.27465402994677,"GBP5","Module3","#d8443c","other",0.0968457102947313
"BUB3",3.42688746363361,-1.41300416078047,"BUB3","Module2","#fe9b00","other",0.337559080226872
"ATP5G3",5.70393104464253,7.39360773478075,"ATP5G3","Module4","#9b3441","other",0.389545662282654
"TCEB1",6.56528491884907,6.79393494043871,"TCEB1","Module4","#9b3441","other",0.204984383639927
"BTG3",4.07780666262348,-0.263775051493204,"BTG3","Module2","#fe9b00","other",0.194620782399083
"ATP5J",5.77072973162373,7.48261225138232,"ATP5J","Module4","#9b3441","other",0.313992199298811
"CCDC174",4.89878673464497,-0.45802182044462,"CCDC174","Module2","#fe9b00","other",0.106502749529046
"OXNAD1",-1.38315253346722,3.07416880045458,"OXNAD1","Module10","#2b9b81","other",0.225061402065446
"GTF3C6",4.20895833880146,-2.00369381989912,"GTF3C6","Module2","#fe9b00","other",0.411087690455606
"ZCCHC10",4.02070064455708,-1.04988187636808,"ZCCHC10","Module2","#fe9b00","other",0.100358093333173
"RHOC",-2.17739229291241,4.14854013834521,"RHOC","Module10","#2b9b81","other",0.248890577723679
"DBI",4.07324952990254,1.61080896769091,"DBI","Module2","#fe9b00","other",0.590281829916335
"TMBIM4",-3.10817222684185,4.40781557474657,"TMBIM4","Module10","#2b9b81","other",0.27057016576185
"VBP1",4.12413711458882,-0.304632724184549,"VBP1","Module2","#fe9b00","other",0.237180261491349
"DRAM2",0.119135435525971,0.441120981317008,"DRAM2","Module7","#9f5691","other",0.202542889580862
"USP16",-0.406004984076423,-2.72776854123548,"USP16","Module1","#f4c40f","other",0.287194047516623
"CCT8",4.00584335238178,-2.64324414815382,"CCT8","Module2","#fe9b00","other",0.374205506901189
"RPL30",5.55804748446186,8.14969026957079,"RPL30","Module4","#9b3441","other",0.812357933433044
"EEF1A1",5.32899732500752,7.93119966898485,"EEF1A1","Module4","#9b3441","hub",1
"SUSD3",-0.627647150452537,-0.220366180796182,"SUSD3","Module7","#9f5691","other",0.47479344054059
"TSC22D3",-1.14934508889477,-0.0656441458649992,"TSC22D3","Module10","#2b9b81","other",0.193640002163492
"DYRK1A",-12.0543606767015,-2.78067433919386,"DYRK1A","Module3","#d8443c","other",0.0433794333982802
"MX1",-1.25998776047985,-2.30079865540937,"MX1","Module1","#f4c40f","other",0.454210744915209
"RER1",0.720315586630898,0.34881663237139,"RER1","Module7","#9f5691","other",0.472431327813442
"BRE",-1.52669184296886,5.33471786890551,"BRE","Module10","#2b9b81","other",0.0928887279918137
"WASF2",-1.06899588197033,-3.61807787503675,"WASF2","Module11","#92c051","other",0.434713315588512
"AUTS2",-0.0460657292560758,-6.94449174489454,"AUTS2","Module8","#633372","other",0.0669503046321171
"EIF5B",-1.64006249993603,-3.00764882649854,"EIF5B","Module11","#92c051","other",0.302934580089203
"GPAT4",1.05141801745136,-7.85886943425611,"GPAT4","Module8","#633372","other",0.166426188722665
"ELK4",-11.8487465867356,-1.65696334924177,"ELK4","Module3","#d8443c","other",0.106079081050587
